# Energy(MeV) Phi16_Spherical Phi84_Spherical
5.561174e-01 1.469379e+10 9.529312e+10
5.616578e-01 1.444054e+10 9.265774e+10
5.672535e-01 1.418762e+10 9.004932e+10
5.729048e-01 1.393921e+10 8.765157e+10
5.786125e-01 1.369169e+10 8.531762e+10
5.843771e-01 1.344780e+10 8.295657e+10
5.901990e-01 1.321265e+10 8.076724e+10
5.960790e-01 1.298460e+10 7.863707e+10
6.020176e-01 1.275817e+10 7.654550e+10
6.080153e-01 1.254942e+10 7.451562e+10
6.140728e-01 1.234881e+10 7.254863e+10
6.201906e-01 1.212939e+10 7.072838e+10
6.263694e-01 1.189616e+10 6.888104e+10
6.326097e-01 1.164829e+10 6.695593e+10
6.389122e-01 1.139856e+10 6.517025e+10
6.452775e-01 1.115348e+10 6.332486e+10
6.517062e-01 1.091298e+10 6.148836e+10
6.581990e-01 1.071029e+10 5.968269e+10
6.647564e-01 1.050059e+10 5.792686e+10
6.713792e-01 1.029134e+10 5.622257e+10
6.780679e-01 1.012700e+10 5.459324e+10
6.848233e-01 9.922067e+09 5.310136e+10
6.916460e-01 9.719000e+09 5.170896e+10
6.985367e-01 9.523903e+09 5.027479e+10
7.054960e-01 9.338297e+09 4.884084e+10
7.125246e-01 9.172568e+09 4.744249e+10
7.196233e-01 8.976891e+09 4.606267e+10
7.267927e-01 8.808540e+09 4.484226e+10
7.340335e-01 8.650278e+09 4.370954e+10
7.413465e-01 8.496505e+09 4.266159e+10
7.487323e-01 8.348336e+09 4.149066e+10
7.561917e-01 8.190432e+09 4.031196e+10
7.637254e-01 8.023135e+09 3.915660e+10
7.713341e-01 7.858180e+09 3.816732e+10
7.790187e-01 7.695642e+09 3.722407e+10
7.867798e-01 7.544715e+09 3.630400e+10
7.946183e-01 7.414505e+09 3.540652e+10
8.025348e-01 7.300457e+09 3.453110e+10
8.105303e-01 7.146804e+09 3.367418e+10
8.186053e-01 6.985865e+09 3.282207e+10
8.267608e-01 6.831822e+09 3.198593e+10
8.349976e-01 6.680100e+09 3.111926e+10
8.433165e-01 6.537808e+09 3.026133e+10
8.517182e-01 6.401775e+09 2.942655e+10
8.602036e-01 6.268210e+09 2.862144e+10
8.687735e-01 6.136482e+09 2.789752e+10
8.774289e-01 6.000910e+09 2.723245e+10
8.861704e-01 5.869750e+09 2.658299e+10
8.949991e-01 5.740959e+09 2.593101e+10
9.039157e-01 5.614503e+09 2.529098e+10
9.129211e-01 5.500227e+09 2.466468e+10
9.220163e-01 5.396054e+09 2.395331e+10
9.312021e-01 5.282271e+09 2.331107e+10
9.404793e-01 5.178465e+09 2.265663e+10
9.498491e-01 5.074784e+09 2.202048e+10
9.593121e-01 4.967343e+09 2.144519e+10
9.688695e-01 4.861858e+09 2.088475e+10
9.785220e-01 4.757624e+09 2.034145e+10
9.882707e-01 4.645735e+09 1.981123e+10
9.981166e-01 4.536041e+09 1.930119e+10
1.008061e+00 4.432894e+09 1.881551e+10
1.018104e+00 4.355112e+09 1.837317e+10
1.028247e+00 4.254297e+09 1.793167e+10
1.038491e+00 4.175897e+09 1.745604e+10
1.048837e+00 4.082345e+09 1.699050e+10
1.059286e+00 3.998633e+09 1.654246e+10
1.069839e+00 3.910451e+09 1.609440e+10
