# Energy(MeV) Phi16_Planar Phi84_Planar
1.845492e+00 2.450883e+08 1.024080e+09
1.863878e+00 2.387621e+08 9.962355e+08
1.882447e+00 2.328247e+08 9.705240e+08
1.901201e+00 2.263246e+08 9.458828e+08
1.920142e+00 2.201806e+08 9.218576e+08
1.939272e+00 2.145479e+08 9.001524e+08
1.958592e+00 2.085930e+08 8.786047e+08
1.978105e+00 2.028033e+08 8.551166e+08
1.997813e+00 1.971401e+08 8.347366e+08
2.017716e+00 1.915850e+08 8.136681e+08
2.037818e+00 1.864286e+08 7.956555e+08
2.058120e+00 1.812326e+08 7.766028e+08
2.078625e+00 1.761810e+08 7.584583e+08
2.099333e+00 1.712882e+08 7.420491e+08
2.120248e+00 1.665340e+08 7.261758e+08
2.141372e+00 1.619118e+08 7.075430e+08
2.162706e+00 1.574178e+08 6.900704e+08
2.184252e+00 1.531385e+08 6.725162e+08
2.206013e+00 1.492213e+08 6.562879e+08
2.227991e+00 1.450502e+08 6.409546e+08
2.250188e+00 1.409956e+08 6.259687e+08
2.272606e+00 1.370923e+08 6.115893e+08
2.295247e+00 1.335010e+08 5.978865e+08
2.318114e+00 1.297594e+08 5.840866e+08
2.341209e+00 1.261228e+08 5.704195e+08
2.364533e+00 1.225880e+08 5.558115e+08
2.388091e+00 1.191523e+08 5.432849e+08
2.411882e+00 1.158130e+08 5.297881e+08
2.435911e+00 1.125690e+08 5.162490e+08
2.460179e+00 1.094188e+08 5.043608e+08
2.484690e+00 1.063567e+08 4.934087e+08
2.509444e+00 1.033804e+08 4.819674e+08
2.534445e+00 1.004873e+08 4.701334e+08
2.559694e+00 9.769706e+07 4.583994e+08
2.585196e+00 9.503264e+07 4.465692e+08
2.610951e+00 9.244518e+07 4.356205e+08
2.636964e+00 8.992841e+07 4.249799e+08
2.663235e+00 8.748016e+07 4.145394e+08
2.689768e+00 8.508894e+07 4.045509e+08
2.716565e+00 8.269706e+07 3.951550e+08
2.743630e+00 8.035564e+07 3.858019e+08
2.770964e+00 7.811126e+07 3.766401e+08
2.798570e+00 7.596931e+07 3.678651e+08
2.826451e+00 7.384300e+07 3.593004e+08
2.854610e+00 7.168613e+07 3.511947e+08
2.883050e+00 6.966040e+07 3.432633e+08
2.911773e+00 6.771398e+07 3.354452e+08
2.940782e+00 6.582746e+07 3.277406e+08
2.970080e+00 6.399910e+07 3.202062e+08
2.999670e+00 6.217423e+07 3.128915e+08
3.029555e+00 6.037779e+07 3.048215e+08
3.059737e+00 5.863326e+07 2.974223e+08
3.090221e+00 5.695102e+07 2.904301e+08
3.121008e+00 5.531723e+07 2.838797e+08
3.152101e+00 5.375800e+07 2.769288e+08
3.183505e+00 5.224981e+07 2.699838e+08
3.215221e+00 5.078861e+07 2.631921e+08
3.247253e+00 4.936812e+07 2.571674e+08
