# Energy(MeV) Planare_Fluence(cm^-2*MeV^-1)
6.274732e+01 4.365048e+06
6.362198e+01 4.186122e+06
6.450884e+01 4.013601e+06
6.540806e+01 3.849144e+06
6.631981e+01 3.690868e+06
6.724427e+01 3.536917e+06
6.818162e+01 3.394325e+06
6.913204e+01 3.256882e+06
7.009570e+01 3.123333e+06
7.107280e+01 2.996158e+06
7.206351e+01 2.869625e+06
7.306804e+01 2.752171e+06
7.408657e+01 2.639148e+06
7.511929e+01 2.529764e+06
7.616642e+01 2.425420e+06
7.722814e+01 2.324615e+06
7.830465e+01 2.229229e+06
7.939618e+01 2.137719e+06
8.050292e+01 2.048167e+06
8.162509e+01 1.961855e+06
8.276289e+01 1.882994e+06
8.391656e+01 1.805468e+06
8.508632e+01 1.731788e+06
8.627237e+01 1.660024e+06
8.747496e+01 1.590313e+06
8.869432e+01 1.523483e+06
8.993067e+01 1.460551e+06
9.118425e+01 1.398868e+06
9.245531e+01 1.339016e+06
9.374409e+01 1.283918e+06
9.505083e+01 1.230633e+06
9.637579e+01 1.179310e+06
9.771921e+01 1.130643e+06
9.908137e+01 1.083851e+06
1.004625e+02 1.038519e+06
1.018629e+02 9.957016e+05
1.032828e+02 9.539947e+05
1.047225e+02 9.139249e+05
1.061823e+02 8.753930e+05
1.076624e+02 8.388163e+05
1.091632e+02 8.045699e+05
1.106848e+02 7.703888e+05
1.122277e+02 7.386723e+05
1.137921e+02 7.086646e+05
1.153783e+02 6.793394e+05
1.169866e+02 6.513959e+05
1.186174e+02 6.249439e+05
1.202708e+02 5.993812e+05
1.219473e+02 5.743265e+05
1.236472e+02 5.513344e+05
1.253708e+02 5.281256e+05
1.271184e+02 5.063515e+05
1.288904e+02 4.849958e+05
1.306870e+02 4.642845e+05
1.325087e+02 4.451054e+05
1.343558e+02 4.265712e+05
1.362287e+02 4.086553e+05
1.381276e+02 3.922717e+05
1.400531e+02 3.760593e+05
1.420053e+02 3.604889e+05
1.439848e+02 3.455534e+05
1.459919e+02 3.313027e+05
1.480269e+02 3.175073e+05
1.500903e+02 3.043136e+05
1.521825e+02 2.914371e+05
1.543038e+02 2.792978e+05
1.564548e+02 2.676595e+05
1.586357e+02 2.565895e+05
1.608469e+02 2.459478e+05
1.630891e+02 2.357617e+05
1.653624e+02 2.260165e+05
1.676675e+02 2.166176e+05
1.700047e+02 2.074196e+05
1.723745e+02 1.984527e+05
1.747773e+02 1.902407e+05
1.772136e+02 1.823001e+05
1.796838e+02 1.748722e+05
1.821885e+02 1.677088e+05
1.847281e+02 1.607364e+05
1.873032e+02 1.540270e+05
1.899141e+02 1.475419e+05
1.925614e+02 1.413906e+05
1.952456e+02 1.354968e+05
1.979672e+02 1.298067e+05
2.007267e+02 1.243417e+05
2.035248e+02 1.191497e+05
2.063618e+02 1.141904e+05
2.092383e+02 1.094169e+05
2.121550e+02 1.048752e+05
2.151123e+02 1.004608e+05
2.181109e+02 9.637954e+04
2.211512e+02 9.248861e+04
2.242340e+02 8.867844e+04
2.273597e+02 8.503042e+04
2.305289e+02 8.155084e+04
2.337424e+02 7.811122e+04
2.370006e+02 7.484157e+04
2.403043e+02 7.174192e+04
2.436540e+02 6.879365e+04
2.470504e+02 6.589333e+04
2.504942e+02 6.317575e+04
2.539859e+02 6.059071e+04
2.575263e+02 5.805657e+04
2.611161e+02 5.566489e+04
2.647559e+02 5.331434e+04
2.684465e+02 5.113133e+04
2.721885e+02 4.899402e+04
2.759826e+02 4.692496e+04
2.798297e+02 4.498563e+04
2.837304e+02 4.312379e+04
2.876854e+02 4.136011e+04
2.916956e+02 3.970519e+04
2.957617e+02 3.806422e+04
2.998844e+02 3.645842e+04
3.040646e+02 3.494618e+04
3.083031e+02 3.347777e+04
3.126007e+02 3.207864e+04
3.169582e+02 3.071187e+04
3.213764e+02 2.942336e+04
3.258562e+02 2.819372e+04
3.303985e+02 2.701239e+04
3.350041e+02 2.590262e+04
3.396739e+02 2.482594e+04
3.444087e+02 2.379180e+04
3.492096e+02 2.278701e+04
3.540774e+02 2.185018e+04
3.590130e+02 2.095977e+04
3.640175e+02 2.009774e+04
3.690917e+02 1.926763e+04
3.742366e+02 1.846825e+04
3.794533e+02 1.769788e+04
3.847427e+02 1.695251e+04
3.901058e+02 1.624585e+04
3.955436e+02 1.558047e+04
4.010573e+02 1.494561e+04
4.066478e+02 1.433221e+04
4.123163e+02 1.373975e+04
4.180637e+02 1.316737e+04
4.238913e+02 1.261817e+04
4.298001e+02 1.209559e+04
4.357913e+02 1.158979e+04
4.418660e+02 1.110983e+04
4.480254e+02 1.065688e+04
4.542706e+02 1.021348e+04
4.606029e+02 9.791201e+03
4.670234e+02 9.382367e+03
4.735335e+02 8.995469e+03
4.801343e+02 8.620350e+03
4.868271e+02 8.263357e+03
4.936132e+02 7.924859e+03
5.004939e+02 7.603480e+03
5.074705e+02 7.282045e+03
5.145444e+02 6.979260e+03
5.217169e+02 6.692478e+03
5.289893e+02 6.412559e+03
5.363631e+02 6.142774e+03
5.438397e+02 5.887395e+03
5.514206e+02 5.643987e+03
5.591071e+02 5.409898e+03
5.669007e+02 5.189325e+03
5.748030e+02 4.979320e+03
5.828155e+02 4.777379e+03
5.909396e+02 4.577772e+03
5.991770e+02 4.388658e+03
6.075292e+02 4.205951e+03
6.159978e+02 4.033819e+03
6.245845e+02 3.868119e+03
6.332908e+02 3.708674e+03
6.421186e+02 3.555646e+03
6.510694e+02 3.410023e+03
6.601449e+02 3.269580e+03
6.693470e+02 3.135253e+03
6.786773e+02 3.006228e+03
6.881377e+02 2.882709e+03
6.977300e+02 2.765068e+03
7.074559e+02 2.651480e+03
7.173175e+02 2.543380e+03
7.273165e+02 2.438318e+03
7.374549e+02 2.336944e+03
7.477346e+02 2.238975e+03
7.581576e+02 2.147487e+03
7.687260e+02 2.060024e+03
7.794416e+02 1.974430e+03
7.903066e+02 1.892026e+03
8.013230e+02 1.813661e+03
8.124930e+02 1.739440e+03
8.238187e+02 1.667887e+03
8.353023e+02 1.598888e+03
8.469460e+02 1.531243e+03
8.587519e+02 1.467655e+03
8.707225e+02 1.407347e+03
8.828599e+02 1.349683e+03
8.951665e+02 1.293332e+03
9.076446e+02 1.240011e+03
9.202967e+02 1.187805e+03
9.331251e+02 1.138360e+03
9.461324e+02 1.091429e+03
9.593209e+02 1.045704e+03
9.726934e+02 1.002234e+03
9.862522e+02 9.605705e+02
1.000000e+03 9.207906e+02
