# Energy(MeV) Fluence_Planare_Median(p/cm2)
3.986581e+02 6.892863e+02
4.014242e+02 6.637099e+02
4.042096e+02 6.389573e+02
4.070142e+02 6.150066e+02
4.098384e+02 5.917458e+02
4.126821e+02 5.690060e+02
4.155455e+02 5.471238e+02
4.184289e+02 5.262084e+02
4.213322e+02 5.059894e+02
4.242556e+02 4.864474e+02
4.271994e+02 4.675636e+02
4.301636e+02 4.493193e+02
4.331483e+02 4.316964e+02
4.361538e+02 4.146773e+02
4.391801e+02 3.981507e+02
4.422274e+02 3.821411e+02
4.452959e+02 3.666589e+02
4.483856e+02 3.517148e+02
4.514968e+02 3.373041e+02
4.546295e+02 3.234108e+02
4.577841e+02 3.100959e+02
4.609604e+02 2.973370e+02
4.641589e+02 2.849336e+02
4.673795e+02 2.729446e+02
4.706225e+02 2.615216e+02
4.738880e+02 2.504830e+02
4.771761e+02 2.398312e+02
4.804870e+02 2.295782e+02
4.838210e+02 2.197278e+02
4.871780e+02 2.101858e+02
4.905584e+02 2.010037e+02
4.939622e+02 1.921756e+02
4.973896e+02 1.836899e+02
5.008408e+02 1.755522e+02
5.043159e+02 1.677415e+02
5.078152e+02 1.602114e+02
5.113388e+02 1.529804e+02
5.148867e+02 1.460384e+02
5.184594e+02 1.393754e+02
5.220568e+02 1.329819e+02
5.256791e+02 1.268485e+02
5.293266e+02 1.209862e+02
5.329994e+02 1.153861e+02
5.366977e+02 1.100163e+02
5.404216e+02 1.048685e+02
5.441714e+02 9.993490e+01
5.479472e+02 9.520779e+01
5.517492e+02 9.067972e+01
5.555776e+02 8.634346e+01
5.594326e+02 8.219199e+01
5.633143e+02 7.821849e+01
5.672229e+02 7.441637e+01
5.711586e+02 7.077922e+01
5.751217e+02 6.730084e+01
5.791123e+02 6.398784e+01
5.831305e+02 6.083863e+01
5.871766e+02 5.782803e+01
5.912508e+02 5.495074e+01
5.953533e+02 5.220162e+01
5.994843e+02 4.957571e+01
6.036439e+02 4.706818e+01
6.078323e+02 4.467335e+01
6.120498e+02 4.236601e+01
6.162966e+02 4.016568e+01
6.205729e+02 3.806804e+01
6.248788e+02 3.606888e+01
6.292146e+02 3.416416e+01
6.335805e+02 3.234996e+01
6.379767e+02 3.062250e+01
6.424034e+02 2.897816e+01
6.468608e+02 2.741341e+01
6.513491e+02 2.592486e+01
6.558686e+02 2.450671e+01
6.604194e+02 2.314812e+01
6.650018e+02 2.185761e+01
6.696160e+02 2.063215e+01
6.742622e+02 1.946886e+01
6.789407e+02 1.836493e+01
6.836516e+02 1.731770e+01
6.883952e+02 1.632459e+01
6.931717e+02 1.538311e+01
6.979814e+02 1.449267e+01
7.028244e+02 1.365887e+01
7.077011e+02 1.286801e+01
7.126115e+02 1.211425e+01
7.175561e+02 1.140141e+01
7.225349e+02 1.072832e+01
7.275484e+02 1.009136e+01
7.325965e+02 9.488813e+00
7.376798e+02 8.919023e+00
7.427982e+02 8.380400e+00
7.479523e+02 7.871422e+00
7.531420e+02 7.390630e+00
7.583678e+02 6.936630e+00
7.636298e+02 6.508419e+00
7.689284e+02 6.107092e+00
7.742637e+02 5.728367e+00
7.796360e+02 5.371104e+00
7.850456e+02 5.034211e+00
7.904928e+02 4.716647e+00
7.959777e+02 4.417414e+00
8.015007e+02 4.135563e+00
8.070620e+02 3.870185e+00
8.126619e+02 3.618188e+00
8.183007e+02 3.380950e+00
8.239786e+02 3.157990e+00
8.296959e+02 2.948532e+00
8.354528e+02 2.752423e+00
8.412497e+02 2.569523e+00
8.470868e+02 2.397512e+00
8.529644e+02 2.235931e+00
8.588829e+02 2.084369e+00
8.648423e+02 1.942265e+00
8.708431e+02 1.809082e+00
8.768856e+02 1.684315e+00
8.829700e+02 1.567479e+00
8.890966e+02 1.458118e+00
8.952657e+02 1.355494e+00
9.014776e+02 1.259444e+00
9.077327e+02 1.169681e+00
9.140311e+02 1.085830e+00
9.203732e+02 1.007536e+00
9.267593e+02 9.344645e-01
9.331898e+02 8.662966e-01
9.396648e+02 8.027325e-01
9.461848e+02 7.434882e-01
9.527500e+02 6.882956e-01
9.593608e+02 6.369012e-01
9.660175e+02 5.890660e-01
9.727203e+02 5.445644e-01
9.794697e+02 5.031869e-01
9.862658e+02 4.648844e-01
9.931092e+02 4.292904e-01
1.000000e+03 3.962291e-01
