# Energy(MeV) Fluence(cm^-2*MeV^-1)
7.074559e+02 2.955220e+03
7.173175e+02 2.813627e+03
7.273165e+02 2.678818e+03
7.374549e+02 2.550468e+03
7.477346e+02 2.428268e+03
7.581576e+02 2.311923e+03
7.687260e+02 2.201152e+03
7.794416e+02 2.095688e+03
7.903066e+02 1.995278e+03
8.013230e+02 1.899678e+03
8.124930e+02 1.808659e+03
8.238187e+02 1.722001e+03
8.353023e+02 1.639495e+03
8.469460e+02 1.560942e+03
8.587519e+02 1.486153e+03
8.707225e+02 1.414947e+03
8.828599e+02 1.347153e+03
8.951665e+02 1.282607e+03
9.076446e+02 1.221153e+03
9.202967e+02 1.162644e+03
9.331251e+02 1.106939e+03
9.461324e+02 1.053902e+03
9.593209e+02 1.003407e+03
9.726934e+02 9.553305e+02
9.862522e+02 9.095578e+02
1.000000e+03 8.659783e+02
