Energy(MeV) Phi_16 Phi_84
3.935993e+01 9.633131e+06 1.143208e+07
4.014890e+01 9.115544e+06 1.081994e+07
4.095368e+01 8.638749e+06 1.022684e+07
4.177459e+01 8.174990e+06 9.654040e+06
4.261196e+01 7.733603e+06 9.127941e+06
4.346611e+01 7.311492e+06 8.632889e+06
4.433739e+01 6.904490e+06 8.158821e+06
4.522613e+01 6.526308e+06 7.717495e+06
4.613268e+01 6.161902e+06 7.297081e+06
4.705741e+01 5.818901e+06 6.894764e+06
4.800067e+01 5.503114e+06 6.524444e+06
4.896284e+01 5.197034e+06 6.166726e+06
4.994430e+01 4.908893e+06 5.824407e+06
5.094543e+01 4.633338e+06 5.510182e+06
5.196662e+01 4.372753e+06 5.211239e+06
5.300829e+01 4.123868e+06 4.924807e+06
5.407084e+01 3.888554e+06 4.657415e+06
5.515468e+01 3.671310e+06 4.399428e+06
5.626026e+01 3.468534e+06 4.160704e+06
5.738799e+01 3.274156e+06 3.935241e+06
5.853833e+01 3.092751e+06 3.718820e+06
5.971172e+01 2.916602e+06 3.512602e+06
6.090864e+01 2.752856e+06 3.319478e+06
6.212955e+01 2.598757e+06 3.136416e+06
6.337493e+01 2.452404e+06 2.960661e+06
6.464528e+01 2.313621e+06 2.796905e+06
6.594109e+01 2.181674e+06 2.642239e+06
6.726287e+01 2.057845e+06 2.495290e+06
6.861115e+01 1.939793e+06 2.354410e+06
6.998645e+01 1.828559e+06 2.222720e+06
7.138933e+01 1.725074e+06 2.097842e+06
7.282032e+01 1.627350e+06 1.980130e+06
7.428000e+01 1.532924e+06 1.868433e+06
7.576894e+01 1.444568e+06 1.763441e+06
7.728772e+01 1.361823e+06 1.664787e+06
7.883694e+01 1.283039e+06 1.572089e+06
8.041722e+01 1.208496e+06 1.483591e+06
8.202918e+01 1.138423e+06 1.399375e+06
8.367345e+01 1.072536e+06 1.319856e+06
8.535068e+01 1.009982e+06 1.245376e+06
8.706153e+01 9.513779e+05 1.175230e+06
8.880667e+01 8.961702e+05 1.109015e+06
9.058679e+01 8.435885e+05 1.045678e+06
9.240260e+01 7.941260e+05 9.863704e+05
9.425480e+01 7.469360e+05 9.306973e+05
9.614413e+01 7.031331e+05 8.763432e+05
9.807133e+01 6.621991e+05 8.259649e+05
1.000372e+02 6.232377e+05 7.776239e+05
1.020424e+02 5.863490e+05 7.321808e+05
1.040878e+02 5.516206e+05 6.898485e+05
1.061743e+02 5.186562e+05 6.494450e+05
1.083025e+02 4.876423e+05 6.114200e+05
1.104734e+02 4.581936e+05 5.753502e+05
1.126879e+02 4.311401e+05 5.415353e+05
1.149467e+02 4.055756e+05 5.096500e+05
1.172508e+02 3.808295e+05 4.797729e+05
1.196011e+02 3.579441e+05 4.511781e+05
1.219985e+02 3.364740e+05 4.248230e+05
1.244439e+02 3.158337e+05 3.993487e+05
1.269384e+02 2.961319e+05 3.752009e+05
1.294828e+02 2.780164e+05 3.524240e+05
1.320783e+02 2.607518e+05 3.312755e+05
1.347258e+02 2.448007e+05 3.110106e+05
1.374264e+02 2.295442e+05 2.921208e+05
1.401811e+02 2.155695e+05 2.744833e+05
1.429910e+02 2.022468e+05 2.578858e+05
1.458573e+02 1.894601e+05 2.421489e+05
1.487810e+02 1.774779e+05 2.270892e+05
1.517633e+02 1.661962e+05 2.130822e+05
