# Energy(MeV) Planare_Fluence(cm^-2*MeV^-1)
3.635609e+01 3.010352e+07
3.708484e+01 2.840331e+07
3.782820e+01 2.676070e+07
3.858647e+01 2.520124e+07
3.935993e+01 2.370489e+07
4.014890e+01 2.223670e+07
4.095368e+01 2.087982e+07
4.177459e+01 1.959804e+07
4.261196e+01 1.832349e+07
4.346611e+01 1.715067e+07
4.433739e+01 1.604824e+07
4.522613e+01 1.500140e+07
4.613268e+01 1.400374e+07
4.705741e+01 1.306408e+07
4.800067e+01 1.217858e+07
4.896284e+01 1.134381e+07
4.994430e+01 1.054360e+07
5.094543e+01 9.789555e+06
5.196662e+01 9.079060e+06
5.300829e+01 8.420739e+06
5.407084e+01 7.798285e+06
5.515468e+01 7.206153e+06
5.626026e+01 6.659988e+06
5.738799e+01 6.157600e+06
5.853833e+01 5.679195e+06
5.971172e+01 5.227473e+06
6.090864e+01 4.810507e+06
6.212955e+01 4.424201e+06
6.337493e+01 4.057259e+06
6.464528e+01 3.722663e+06
6.594109e+01 3.419530e+06
6.726287e+01 3.127357e+06
6.861115e+01 2.864079e+06
6.998645e+01 2.628526e+06
7.138933e+01 2.405372e+06
7.282032e+01 2.199790e+06
7.428000e+01 2.017736e+06
7.576894e+01 1.843792e+06
7.728772e+01 1.685800e+06
7.883694e+01 1.540176e+06
8.041722e+01 1.409764e+06
8.202918e+01 1.287740e+06
8.367345e+01 1.177241e+06
8.535068e+01 1.075790e+06
8.706153e+01 9.858009e+05
8.880667e+01 9.031696e+05
9.058679e+01 8.264484e+05
9.240260e+01 7.564473e+05
9.425480e+01 6.904731e+05
9.614413e+01 6.320023e+05
9.807133e+01 5.791414e+05
1.000372e+02 5.281104e+05
1.020424e+02 4.836822e+05
1.040878e+02 4.427259e+05
1.061743e+02 4.039831e+05
1.083025e+02 3.684888e+05
1.104734e+02 3.365852e+05
1.126879e+02 3.074873e+05
1.149467e+02 2.808235e+05
1.172508e+02 2.556099e+05
1.196011e+02 2.330601e+05
1.219985e+02 2.131205e+05
1.244439e+02 1.932510e+05
