# Energy(MeV) Phi16_Spherical Phi84_Spherical
1.704914e+02 8.367720e+04 1.030450e+05
1.733336e+02 7.916094e+04 9.749356e+04
1.762232e+02 7.487929e+04 9.230921e+04
1.791610e+02 7.079055e+04 8.726804e+04
1.821478e+02 6.698032e+04 8.241878e+04
1.851843e+02 6.336465e+04 7.794894e+04
1.882715e+02 5.993082e+04 7.371865e+04
1.914101e+02 5.672615e+04 6.963351e+04
1.946011e+02 5.360683e+04 6.577630e+04
1.978453e+02 5.063192e+04 6.223309e+04
2.011435e+02 4.785285e+04 5.890582e+04
2.044967e+02 4.525485e+04 5.574066e+04
2.079058e+02 4.281458e+04 5.272471e+04
2.113718e+02 4.050115e+04 4.987999e+04
2.148955e+02 3.828991e+04 4.722269e+04
2.184780e+02 3.619150e+04 4.467015e+04
2.221202e+02 3.420825e+04 4.228957e+04
2.258231e+02 3.236173e+04 4.001960e+04
2.295878e+02 3.060853e+04 3.785411e+04
2.334152e+02 2.893407e+04 3.584307e+04
2.373064e+02 2.734682e+04 3.391610e+04
2.412625e+02 2.586196e+04 3.209785e+04
2.452846e+02 2.443159e+04 3.039231e+04
2.493736e+02 2.309125e+04 2.877204e+04
2.535309e+02 2.182792e+04 2.722007e+04
2.577575e+02 2.064164e+04 2.575702e+04
2.620545e+02 1.952971e+04 2.438151e+04
2.664231e+02 1.846093e+04 2.306438e+04
2.708646e+02 1.745051e+04 2.181951e+04
2.753802e+02 1.650236e+04 2.063712e+04
2.799710e+02 1.561953e+04 1.951854e+04
2.846383e+02 1.475053e+04 1.847817e+04
2.893835e+02 1.391809e+04 1.749678e+04
2.942077e+02 1.315288e+04 1.655996e+04
2.991124e+02 1.243451e+04 1.565313e+04
3.040988e+02 1.176417e+04 1.480939e+04
3.091684e+02 1.112497e+04 1.401765e+04
3.143225e+02 1.051979e+04 1.327082e+04
3.195625e+02 9.939044e+03 1.256797e+04
3.248899e+02 9.387170e+03 1.189798e+04
3.303060e+02 8.885684e+03 1.126219e+04
3.358125e+02 8.397186e+03 1.067008e+04
3.414108e+02 7.940017e+03 1.011009e+04
3.471024e+02 7.503805e+03 9.575854e+03
3.528888e+02 7.088850e+03 9.063603e+03
3.587718e+02 6.702556e+03 8.576575e+03
3.647528e+02 6.335231e+03 8.119862e+03
3.708335e+02 5.984967e+03 7.683358e+03
3.770156e+02 5.652255e+03 7.272134e+03
3.833007e+02 5.337806e+03 6.879025e+03
3.896907e+02 5.042944e+03 6.515576e+03
3.961871e+02 4.763575e+03 6.175045e+03
4.027919e+02 4.505558e+03 5.840431e+03
4.095068e+02 4.255532e+03 5.530403e+03
4.163336e+02 4.020068e+03 5.236453e+03
4.232742e+02 3.799777e+03 4.963178e+03
4.303305e+02 3.589192e+03 4.698992e+03
4.375044e+02 3.391404e+03 4.449508e+03
4.447980e+02 3.205077e+03 4.212968e+03
4.522131e+02 3.029227e+03 3.989002e+03
4.597519e+02 2.863026e+03 3.776942e+03
4.674163e+02 2.705322e+03 3.572126e+03
4.752085e+02 2.555872e+03 3.383355e+03
4.831306e+02 2.414068e+03 3.205836e+03
4.911848e+02 2.282584e+03 3.035408e+03
4.993733e+02 2.154415e+03 2.873367e+03
5.076982e+02 2.034864e+03 2.721039e+03
5.161619e+02 1.924140e+03 2.575407e+03
5.247668e+02 1.817609e+03 2.439573e+03
5.335151e+02 1.718806e+03 2.309482e+03
5.424092e+02 1.623782e+03 2.186904e+03
5.514516e+02 1.533846e+03 2.070586e+03
5.606447e+02 1.448619e+03 1.960891e+03
5.699911e+02 1.368929e+03 1.856986e+03
5.794933e+02 1.295881e+03 1.758868e+03
5.891539e+02 1.224027e+03 1.665981e+03
5.989756e+02 1.155743e+03 1.578160e+03
6.089610e+02 1.092253e+03 1.494075e+03
