# Energy(MeV) Sferica_Fluence(cm^-2*MeV^-1)
9.807133e+01 1.434197e+06
1.000372e+02 1.355938e+06
1.020424e+02 1.284137e+06
1.040878e+02 1.216989e+06
1.061743e+02 1.153785e+06
1.083025e+02 1.091140e+06
1.104734e+02 1.031752e+06
1.126879e+02 9.754671e+05
1.149467e+02 9.225042e+05
1.172508e+02 8.730321e+05
1.196011e+02 8.256134e+05
1.219985e+02 7.821617e+05
1.244439e+02 7.413330e+05
1.269384e+02 7.024891e+05
1.294828e+02 6.661789e+05
1.320783e+02 6.304362e+05
1.347258e+02 5.971212e+05
1.374264e+02 5.647895e+05
1.401811e+02 5.348616e+05
1.429910e+02 5.062869e+05
1.458573e+02 4.793519e+05
1.487810e+02 4.542402e+05
1.517633e+02 4.300904e+05
1.548053e+02 4.068659e+05
1.579084e+02 3.852891e+05
1.610737e+02 3.642748e+05
1.643024e+02 3.444209e+05
1.675958e+02 3.259420e+05
1.709552e+02 3.085508e+05
1.743820e+02 2.924907e+05
1.778775e+02 2.770752e+05
1.814430e+02 2.623503e+05
1.850801e+02 2.484200e+05
1.887900e+02 2.353027e+05
1.925743e+02 2.228528e+05
1.964344e+02 2.111591e+05
2.003719e+02 1.998774e+05
2.043883e+02 1.892921e+05
2.084853e+02 1.792664e+05
2.126644e+02 1.697706e+05
2.169272e+02 1.608022e+05
2.212755e+02 1.524141e+05
2.257109e+02 1.443474e+05
2.302353e+02 1.365664e+05
2.348503e+02 1.292873e+05
2.395579e+02 1.222888e+05
2.443598e+02 1.155909e+05
2.492580e+02 1.093865e+05
2.542544e+02 1.037043e+05
2.593509e+02 9.821557e+04
2.645495e+02 9.314468e+04
2.698524e+02 8.828724e+04
2.752616e+02 8.362896e+04
2.807792e+02 7.932510e+04
2.864074e+02 7.517790e+04
2.921484e+02 7.129273e+04
2.980045e+02 6.754364e+04
3.039780e+02 6.405982e+04
3.100712e+02 6.075128e+04
3.162865e+02 5.748567e+04
3.226265e+02 5.431715e+04
3.290935e+02 5.158751e+04
3.356901e+02 4.887934e+04
3.424190e+02 4.630164e+04
3.492828e+02 4.381529e+04
3.562841e+02 4.146301e+04
3.634258e+02 3.922209e+04
3.707107e+02 3.711818e+04
3.781415e+02 3.512794e+04
3.857213e+02 3.327235e+04
3.934531e+02 3.152441e+04
4.013398e+02 2.983082e+04
4.093847e+02 2.823414e+04
4.175907e+02 2.675736e+04
4.259613e+02 2.530021e+04
4.344997e+02 2.398024e+04
4.432092e+02 2.270363e+04
4.520933e+02 2.149471e+04
4.611555e+02 2.038878e+04
4.703993e+02 1.931427e+04
4.798284e+02 1.829617e+04
4.894465e+02 1.733153e+04
4.992574e+02 1.641179e+04
5.092650e+02 1.551215e+04
5.194732e+02 1.464807e+04
5.298860e+02 1.387372e+04
5.405075e+02 1.315971e+04
5.513420e+02 1.244507e+04
5.623936e+02 1.177533e+04
5.736667e+02 1.115292e+04
5.851658e+02 1.056316e+04
5.968954e+02 9.988723e+03
6.088601e+02 9.436476e+03
6.210647e+02 8.920933e+03
6.335139e+02 8.445823e+03
6.462126e+02 7.997639e+03
6.591659e+02 7.578981e+03
6.723788e+02 7.182056e+03
6.858566e+02 6.802617e+03
6.996046e+02 6.432050e+03
7.136281e+02 6.077018e+03
7.279327e+02 5.741259e+03
7.425240e+02 5.423740e+03
7.574079e+02 5.123480e+03
7.725901e+02 4.839592e+03
7.880766e+02 4.571945e+03
8.038735e+02 4.319693e+03
8.199871e+02 4.083741e+03
8.364237e+02 3.858880e+03
8.531897e+02 3.648526e+03
8.702918e+02 3.452124e+03
8.877368e+02 3.266782e+03
9.055314e+02 3.091281e+03
9.236827e+02 2.925101e+03
9.421978e+02 2.767752e+03
9.610841e+02 2.618767e+03
9.803490e+02 2.477707e+03
1.000000e+03 2.344313e+03
