# Energy(MeV) Sferica_Fluence(cm^-2*MeV^-1)
5.778958e+02 2.273285e+02
5.867659e+02 2.126490e+02
5.957720e+02 1.980879e+02
6.049165e+02 1.848014e+02
6.142013e+02 1.724911e+02
6.236286e+02 1.609769e+02
6.332005e+02 1.502234e+02
6.429195e+02 1.399368e+02
6.527876e+02 1.302058e+02
6.628071e+02 1.211714e+02
6.729804e+02 1.125988e+02
6.833099e+02 1.045764e+02
6.937980e+02 9.703657e+01
7.044470e+02 9.010314e+01
7.152595e+02 8.355187e+01
7.262379e+02 7.752943e+01
7.373848e+02 7.184222e+01
7.487028e+02 6.651462e+01
7.601946e+02 6.147309e+01
7.718627e+02 5.684002e+01
7.837099e+02 5.258507e+01
7.957390e+02 4.851763e+01
8.079527e+02 4.471848e+01
8.203539e+02 4.114633e+01
8.329454e+02 3.786444e+01
8.457301e+02 3.479329e+01
8.587111e+02 3.196061e+01
8.718914e+02 2.933393e+01
8.852739e+02 2.687583e+01
8.988619e+02 2.463987e+01
9.126584e+02 2.253630e+01
9.266667e+02 2.060278e+01
9.408900e+02 1.883015e+01
9.553316e+02 1.719428e+01
9.699948e+02 1.568593e+01
9.848832e+02 1.428567e+01
1.000000e+03 1.300821e+01
