# Energy(MeV) Fluence_Planar_Median(cm^-2*MeV^-1)
1.580027e+02 3.910677e+03
1.604509e+02 3.729454e+03
1.629371e+02 3.554871e+03
1.654618e+02 3.391059e+03
1.680257e+02 3.236026e+03
1.706292e+02 3.087150e+03
1.732731e+02 2.943653e+03
1.759580e+02 2.810717e+03
1.786845e+02 2.681663e+03
1.814532e+02 2.557394e+03
1.842648e+02 2.437741e+03
1.871200e+02 2.327650e+03
1.900194e+02 2.220637e+03
1.929638e+02 2.119768e+03
1.959538e+02 2.024045e+03
1.989901e+02 1.933182e+03
2.020734e+02 1.844842e+03
2.052045e+02 1.761563e+03
2.083842e+02 1.682750e+03
2.116131e+02 1.605814e+03
2.148921e+02 1.533588e+03
2.182218e+02 1.462697e+03
2.216032e+02 1.396334e+03
2.250369e+02 1.332782e+03
2.285239e+02 1.271946e+03
2.320648e+02 1.212810e+03
2.356607e+02 1.158045e+03
2.393123e+02 1.104302e+03
2.430204e+02 1.052985e+03
2.467860e+02 1.004126e+03
2.506100e+02 9.575351e+02
2.544932e+02 9.140977e+02
2.584365e+02 8.723872e+02
2.624410e+02 8.315851e+02
2.665075e+02 7.938976e+02
2.706371e+02 7.579549e+02
2.748306e+02 7.232019e+02
2.790891e+02 6.899427e+02
2.834136e+02 6.584600e+02
2.878051e+02 6.284140e+02
2.922647e+02 5.994652e+02
2.967933e+02 5.716766e+02
3.013921e+02 5.448047e+02
3.060622e+02 5.194155e+02
3.108046e+02 4.951549e+02
3.156206e+02 4.728011e+02
3.205111e+02 4.512819e+02
3.254774e+02 4.307960e+02
3.305207e+02 4.104970e+02
3.356421e+02 3.912220e+02
3.408429e+02 3.732478e+02
3.461243e+02 3.561119e+02
3.514875e+02 3.395978e+02
3.569338e+02 3.238496e+02
3.624645e+02 3.088607e+02
3.680809e+02 2.948900e+02
3.737843e+02 2.812615e+02
3.795761e+02 2.680097e+02
3.854576e+02 2.555434e+02
3.914303e+02 2.435318e+02
3.974955e+02 2.325634e+02
4.036547e+02 2.221554e+02
4.099093e+02 2.117619e+02
4.162609e+02 2.016108e+02
4.227109e+02 1.923190e+02
4.292608e+02 1.832667e+02
4.359122e+02 1.746535e+02
4.426666e+02 1.665788e+02
4.495258e+02 1.590248e+02
4.564912e+02 1.518655e+02
4.635645e+02 1.447802e+02
4.707475e+02 1.381128e+02
4.780417e+02 1.317607e+02
4.854490e+02 1.257944e+02
4.929710e+02 1.198587e+02
5.006096e+02 1.144053e+02
5.083665e+02 1.091928e+02
5.162437e+02 1.041781e+02
5.242429e+02 9.946127e+01
5.323660e+02 9.485015e+01
5.406151e+02 9.049457e+01
5.489919e+02 8.631882e+01
5.574985e+02 8.227910e+01
5.661370e+02 7.848968e+01
5.749093e+02 7.491212e+01
5.838175e+02 7.149763e+01
5.928638e+02 6.823879e+01
6.020502e+02 6.508922e+01
6.113790e+02 6.217984e+01
6.208523e+02 5.927183e+01
6.304724e+02 5.652358e+01
6.402416e+02 5.386400e+01
6.501622e+02 5.135573e+01
6.602365e+02 4.898925e+01
6.704668e+02 4.673057e+01
6.808557e+02 4.456290e+01
6.914056e+02 4.251608e+01
7.021189e+02 4.054810e+01
7.129983e+02 3.867823e+01
7.240462e+02 3.688831e+01
7.352653e+02 3.519318e+01
7.466583e+02 3.357596e+01
7.582277e+02 3.207374e+01
7.699765e+02 3.061167e+01
7.819073e+02 2.921609e+01
7.940229e+02 2.788610e+01
8.063263e+02 2.658910e+01
8.188204e+02 2.535858e+01
8.315080e+02 2.418275e+01
8.443923e+02 2.307842e+01
8.574761e+02 2.200837e+01
8.707627e+02 2.100434e+01
8.842552e+02 2.005239e+01
8.979568e+02 1.912020e+01
9.118706e+02 1.822153e+01
9.260001e+02 1.738147e+01
9.403485e+02 1.656543e+01
9.549192e+02 1.581110e+01
9.697157e+02 1.508214e+01
9.847414e+02 1.437598e+01
1.000000e+03 1.371319e+01
