# Energy(MeV) Fluence_Spherical_Median(cm^-2*MeV^-1)
3.737843e+02 1.125046e+03
3.795761e+02 1.072039e+03
3.854576e+02 1.022174e+03
3.914303e+02 9.741272e+02
3.974955e+02 9.302535e+02
4.036547e+02 8.886215e+02
4.099093e+02 8.470477e+02
4.162609e+02 8.064431e+02
4.227109e+02 7.692759e+02
4.292608e+02 7.330669e+02
4.359122e+02 6.986138e+02
4.426666e+02 6.663152e+02
4.495258e+02 6.360992e+02
4.564912e+02 6.074622e+02
4.635645e+02 5.791210e+02
4.707475e+02 5.524512e+02
4.780417e+02 5.270430e+02
4.854490e+02 5.031777e+02
4.929710e+02 4.794350e+02
5.006096e+02 4.576211e+02
5.083665e+02 4.367712e+02
5.162437e+02 4.167123e+02
5.242429e+02 3.978451e+02
5.323660e+02 3.794006e+02
5.406151e+02 3.619783e+02
5.489919e+02 3.452753e+02
5.574985e+02 3.291164e+02
5.661370e+02 3.139587e+02
5.749093e+02 2.996485e+02
5.838175e+02 2.859905e+02
5.928638e+02 2.729551e+02
6.020502e+02 2.603569e+02
6.113790e+02 2.487194e+02
6.208523e+02 2.370873e+02
6.304724e+02 2.260943e+02
6.402416e+02 2.154560e+02
6.501622e+02 2.054229e+02
6.602365e+02 1.959570e+02
6.704668e+02 1.869223e+02
6.808557e+02 1.782516e+02
6.914056e+02 1.700643e+02
7.021189e+02 1.621924e+02
7.129983e+02 1.547129e+02
7.240462e+02 1.475532e+02
7.352653e+02 1.407727e+02
7.466583e+02 1.343038e+02
7.582277e+02 1.282950e+02
7.699765e+02 1.224467e+02
7.819073e+02 1.168644e+02
7.940229e+02 1.115444e+02
8.063263e+02 1.063564e+02
8.188204e+02 1.014343e+02
8.315080e+02 9.673099e+01
8.443923e+02 9.231368e+01
8.574761e+02 8.803349e+01
8.707627e+02 8.401737e+01
8.842552e+02 8.020956e+01
8.979568e+02 7.648078e+01
9.118706e+02 7.288613e+01
9.260001e+02 6.952589e+01
9.403485e+02 6.626170e+01
9.549192e+02 6.324442e+01
9.697157e+02 6.032855e+01
9.847414e+02 5.750393e+01
1.000000e+03 5.485276e+01
