# Energy(MeV) Phi16_Planar Phi84_Planar
3.569338e+02 7.029321e+01 4.134620e+02
3.624645e+02 6.735849e+01 3.949406e+02
3.680809e+02 6.454645e+01 3.775779e+02
3.737843e+02 6.185194e+01 3.608558e+02
3.795761e+02 5.927006e+01 3.446858e+02
3.854576e+02 5.679609e+01 3.297126e+02
3.914303e+02 5.445224e+01 3.152957e+02
3.974955e+02 5.221728e+01 3.017824e+02
4.036547e+02 5.007406e+01 2.883089e+02
4.099093e+02 4.801880e+01 2.756498e+02
4.162609e+02 4.604790e+01 2.636321e+02
4.227109e+02 4.415790e+01 2.520257e+02
4.292608e+02 4.234547e+01 2.409102e+02
4.359122e+02 4.060744e+01 2.302941e+02
4.426666e+02 3.894074e+01 2.203385e+02
4.495258e+02 3.734245e+01 2.105121e+02
4.564912e+02 3.580976e+01 2.011141e+02
4.635645e+02 3.433998e+01 1.921545e+02
4.707475e+02 3.293053e+01 1.835851e+02
4.780417e+02 3.157893e+01 1.753978e+02
4.854490e+02 3.028280e+01 1.675756e+02
4.929710e+02 2.903988e+01 1.600952e+02
5.006096e+02 2.784797e+01 1.529908e+02
5.083665e+02 2.670498e+01 1.461903e+02
5.162437e+02 2.560890e+01 1.397223e+02
5.242429e+02 2.455782e+01 1.336193e+02
5.323660e+02 2.354987e+01 1.277033e+02
5.406151e+02 2.258329e+01 1.220290e+02
5.489919e+02 2.165639e+01 1.166398e+02
5.574985e+02 2.076753e+01 1.115101e+02
5.661370e+02 1.991516e+01 1.066210e+02
5.749093e+02 1.909777e+01 1.018819e+02
5.838175e+02 1.831393e+01 9.736613e+01
5.928638e+02 1.756226e+01 9.305727e+01
6.020502e+02 1.684144e+01 8.895056e+01
6.113790e+02 1.615021e+01 8.502331e+01
6.208523e+02 1.548735e+01 8.119431e+01
6.304724e+02 1.485169e+01 7.757811e+01
6.402416e+02 1.424213e+01 7.411003e+01
6.501622e+02 1.365758e+01 7.083575e+01
6.602365e+02 1.309703e+01 6.770440e+01
6.704668e+02 1.255948e+01 6.470236e+01
6.808557e+02 1.204400e+01 6.182060e+01
6.914056e+02 1.154968e+01 5.906671e+01
7.021189e+02 1.107564e+01 5.643337e+01
