# Energy(MeV) Fluence_Planar_Median(cm^-2*MeV^-1)
1.825096e+01 1.756228e+06
1.847859e+01 1.695951e+06
1.870905e+01 1.637742e+06
1.894239e+01 1.581531e+06
1.917864e+01 1.527798e+06
1.941784e+01 1.475262e+06
1.966001e+01 1.424595e+06
1.990521e+01 1.375936e+06
2.015347e+01 1.328938e+06
2.040483e+01 1.283987e+06
2.065931e+01 1.240211e+06
2.091698e+01 1.197490e+06
2.117785e+01 1.156462e+06
2.144198e+01 1.116961e+06
2.170941e+01 1.078809e+06
2.198017e+01 1.041528e+06
2.225430e+01 1.005496e+06
2.253186e+01 9.707102e+05
2.281288e+01 9.369944e+05
2.309740e+01 9.041516e+05
2.338547e+01 8.730027e+05
2.367713e+01 8.437087e+05
2.397243e+01 8.154007e+05
2.427142e+01 7.880425e+05
2.457413e+01 7.616022e+05
2.488062e+01 7.357375e+05
2.519093e+01 7.107437e+05
2.550511e+01 6.866432e+05
2.582321e+01 6.631897e+05
2.614528e+01 6.405373e+05
2.647136e+01 6.186586e+05
2.680151e+01 5.975273e+05
2.713578e+01 5.771177e+05
2.747421e+01 5.574052e+05
2.781687e+01 5.383661e+05
2.816380e+01 5.199773e+05
2.851506e+01 5.022165e+05
2.887070e+01 4.851073e+05
2.923078e+01 4.688132e+05
2.959534e+01 4.530666e+05
2.996446e+01 4.378489e+05
3.033817e+01 4.231426e+05
3.071655e+01 4.086013e+05
3.109965e+01 3.944604e+05
3.148752e+01 3.808089e+05
3.188023e+01 3.677217e+05
3.227784e+01 3.552310e+05
3.268041e+01 3.432405e+05
3.308800e+01 3.318241e+05
3.350067e+01 3.206004e+05
3.391849e+01 3.095771e+05
3.434152e+01 2.990575e+05
3.476983e+01 2.889512e+05
3.520348e+01 2.790756e+05
3.564254e+01 2.694546e+05
3.608707e+01 2.601654e+05
3.653715e+01 2.512873e+05
3.699284e+01 2.427667e+05
3.745421e+01 2.345461e+05
3.792134e+01 2.266040e+05
3.839430e+01 2.189309e+05
3.887315e+01 2.115177e+05
3.935798e+01 2.042608e+05
3.984885e+01 1.972492e+05
4.034584e+01 1.904239e+05
4.084904e+01 1.838309e+05
4.135850e+01 1.774744e+05
4.187433e+01 1.714652e+05
4.239658e+01 1.656595e+05
4.292535e+01 1.600027e+05
4.346072e+01 1.545279e+05
4.400276e+01 1.492404e+05
4.455156e+01 1.441338e+05
4.510721e+01 1.392020e+05
4.566978e+01 1.344389e+05
4.623938e+01 1.298388e+05
4.681607e+01 1.253878e+05
4.739996e+01 1.210645e+05
4.799113e+01 1.168902e+05
4.858968e+01 1.128599e+05
4.919569e+01 1.089686e+05
4.980926e+01 1.052115e+05
5.043048e+01 1.015529e+05
5.105945e+01 9.803746e+04
5.169626e+01 9.474027e+04
5.234101e+01 9.152912e+04
5.299381e+01 8.842681e+04
5.365475e+01 8.542966e+04
5.432393e+01 8.253410e+04
5.500146e+01 7.966858e+04
5.568743e+01 7.690214e+04
5.638197e+01 7.429824e+04
5.708516e+01 7.178656e+04
5.779713e+01 6.935980e+04
5.851797e+01 6.699699e+04
5.924781e+01 6.469134e+04
5.998675e+01 6.247608e+04
6.073490e+01 6.033613e+04
6.149239e+01 5.826233e+04
6.225932e+01 5.625685e+04
6.303582e+01 5.431970e+04
6.382200e+01 5.244835e+04
6.461798e+01 5.065280e+04
6.542390e+01 4.893484e+04
6.623986e+01 4.727516e+04
6.706601e+01 4.566999e+04
6.790245e+01 4.412019e+04
6.874933e+01 4.261856e+04
6.960677e+01 4.118374e+04
7.047491e+01 3.979723e+04
7.135387e+01 3.845742e+04
7.224380e+01 3.715428e+04
7.314482e+01 3.588021e+04
7.405708e+01 3.464983e+04
7.498072e+01 3.346165e+04
7.591588e+01 3.231421e+04
7.686270e+01 3.120395e+04
7.782133e+01 3.013086e+04
7.879192e+01 2.908886e+04
7.977461e+01 2.807955e+04
8.076956e+01 2.710781e+04
8.177691e+01 2.617673e+04
8.279683e+01 2.527902e+04
8.382948e+01 2.441209e+04
8.487500e+01 2.357490e+04
8.593356e+01 2.276642e+04
8.700532e+01 2.197761e+04
8.809045e+01 2.121184e+04
8.918911e+01 2.048597e+04
9.030148e+01 1.978309e+04
9.142771e+01 1.910177e+04
9.256800e+01 1.844391e+04
9.372251e+01 1.780872e+04
9.489141e+01 1.719539e+04
9.607490e+01 1.660320e+04
9.727314e+01 1.603139e+04
9.848633e+01 1.548165e+04
9.971465e+01 1.495799e+04
1.009583e+02 1.444529e+04
1.022174e+02 1.394903e+04
1.034923e+02 1.346982e+04
1.047831e+02 1.300708e+04
1.060899e+02 1.255969e+04
1.074131e+02 1.212667e+04
1.087527e+02 1.170858e+04
1.101091e+02 1.130490e+04
1.114824e+02 1.091515e+04
1.128728e+02 1.053883e+04
1.142805e+02 1.017548e+04
1.157058e+02 9.824661e+03
1.171489e+02 9.488115e+03
1.186100e+02 9.163497e+03
1.200893e+02 8.856739e+03
1.215870e+02 8.556275e+03
1.231035e+02 8.265685e+03
1.246388e+02 7.985522e+03
1.261933e+02 7.715221e+03
1.277672e+02 7.454807e+03
1.293607e+02 7.204205e+03
1.309741e+02 6.962179e+03
1.326076e+02 6.725617e+03
1.342615e+02 6.496629e+03
1.359360e+02 6.275439e+03
1.376314e+02 6.061101e+03
1.393479e+02 5.854540e+03
1.410858e+02 5.654858e+03
1.428455e+02 5.459307e+03
1.446270e+02 5.272900e+03
1.464308e+02 5.094431e+03
1.482571e+02 4.922003e+03
1.501062e+02 4.753497e+03
1.519783e+02 4.589440e+03
1.538738e+02 4.431046e+03
1.557929e+02 4.278119e+03
1.577359e+02 4.129944e+03
1.597032e+02 3.985881e+03
1.616950e+02 3.848315e+03
