# Energy(MeV) Fluence_Spherical_Median(cm^-2*MeV^-1)
7.498072e+01 1.338466e+05
7.591588e+01 1.292568e+05
7.686270e+01 1.248158e+05
7.782133e+01 1.205235e+05
7.879192e+01 1.163555e+05
7.977461e+01 1.123182e+05
8.076956e+01 1.084312e+05
8.177691e+01 1.047069e+05
8.279683e+01 1.011161e+05
8.382948e+01 9.764837e+04
8.487500e+01 9.429961e+04
8.593356e+01 9.106568e+04
8.700532e+01 8.791043e+04
8.809045e+01 8.484735e+04
8.918911e+01 8.194389e+04
9.030148e+01 7.913236e+04
9.142771e+01 7.640708e+04
9.256800e+01 7.377566e+04
9.372251e+01 7.123487e+04
9.489141e+01 6.878158e+04
9.607490e+01 6.641278e+04
9.727314e+01 6.412557e+04
9.848633e+01 6.192659e+04
9.971465e+01 5.983195e+04
1.009583e+02 5.778116e+04
1.022174e+02 5.579613e+04
1.034923e+02 5.387929e+04
1.047831e+02 5.202831e+04
1.060899e+02 5.023875e+04
1.074131e+02 4.850667e+04
1.087527e+02 4.683431e+04
1.101091e+02 4.521961e+04
1.114824e+02 4.366058e+04
1.128728e+02 4.215530e+04
1.142805e+02 4.070192e+04
1.157058e+02 3.929865e+04
1.171489e+02 3.795246e+04
1.186100e+02 3.665399e+04
1.200893e+02 3.542695e+04
1.215870e+02 3.422510e+04
1.231035e+02 3.306274e+04
1.246388e+02 3.194209e+04
1.261933e+02 3.086088e+04
1.277672e+02 2.981923e+04
1.293607e+02 2.881682e+04
1.309741e+02 2.784872e+04
1.326076e+02 2.690247e+04
1.342615e+02 2.598652e+04
1.359360e+02 2.510176e+04
1.376314e+02 2.424440e+04
1.393479e+02 2.341816e+04
1.410858e+02 2.261943e+04
1.428455e+02 2.183723e+04
1.446270e+02 2.109160e+04
1.464308e+02 2.037772e+04
1.482571e+02 1.968801e+04
1.501062e+02 1.901399e+04
1.519783e+02 1.835776e+04
1.538738e+02 1.772418e+04
1.557929e+02 1.711248e+04
1.577359e+02 1.651978e+04
1.597032e+02 1.594352e+04
1.616950e+02 1.539326e+04
1.637117e+02 1.486743e+04
1.657535e+02 1.435957e+04
1.678208e+02 1.387488e+04
1.699138e+02 1.340672e+04
1.720330e+02 1.295436e+04
1.741786e+02 1.251726e+04
1.763509e+02 1.209491e+04
1.785504e+02 1.167929e+04
1.807772e+02 1.127687e+04
1.830319e+02 1.088832e+04
