# Energy(MeV) Sferica_Fluence(cm^-2*MeV^-1)
2.921484e+02 7.528546e+04
2.980045e+02 7.126229e+04
3.039780e+02 6.742143e+04
3.100712e+02 6.385721e+04
3.162865e+02 6.048749e+04
3.226265e+02 5.723591e+04
3.290935e+02 5.418227e+04
3.356901e+02 5.133037e+04
3.424190e+02 4.854917e+04
3.492828e+02 4.588849e+04
3.562841e+02 4.343527e+04
3.634258e+02 4.112919e+04
3.707107e+02 3.895206e+04
3.781415e+02 3.687922e+04
3.857213e+02 3.493156e+04
3.934531e+02 3.309648e+04
4.013398e+02 3.132157e+04
4.093847e+02 2.965576e+04
4.175907e+02 2.810092e+04
4.259613e+02 2.660161e+04
4.344997e+02 2.521027e+04
4.432092e+02 2.388372e+04
4.520933e+02 2.261474e+04
4.611555e+02 2.141387e+04
4.703993e+02 2.026720e+04
4.798284e+02 1.918281e+04
4.894465e+02 1.816274e+04
4.992574e+02 1.719391e+04
5.092650e+02 1.629259e+04
5.194732e+02 1.543437e+04
5.298860e+02 1.461058e+04
5.405075e+02 1.383375e+04
5.513420e+02 1.309018e+04
5.623936e+02 1.239622e+04
5.736667e+02 1.173205e+04
5.851658e+02 1.110347e+04
5.968954e+02 1.051699e+04
6.088601e+02 9.960521e+03
6.210647e+02 9.430242e+03
6.335139e+02 8.933759e+03
6.462126e+02 8.458067e+03
6.591659e+02 8.000514e+03
6.723788e+02 7.572538e+03
6.858566e+02 7.169099e+03
6.996046e+02 6.791513e+03
7.136281e+02 6.428021e+03
7.279327e+02 6.080466e+03
7.425240e+02 5.757913e+03
7.574079e+02 5.453203e+03
7.725901e+02 5.165394e+03
7.880766e+02 4.892407e+03
8.038735e+02 4.633848e+03
8.199871e+02 4.387722e+03
8.364237e+02 4.154300e+03
8.531897e+02 3.933671e+03
8.702918e+02 3.724837e+03
8.877368e+02 3.530535e+03
9.055314e+02 3.340696e+03
9.236827e+02 3.165880e+03
9.421978e+02 2.997121e+03
9.610841e+02 2.835430e+03
9.803490e+02 2.685383e+03
1.000000e+03 2.543485e+03
