# Energy(MeV) Phi16_Planare Phi84_Planare
6.088601e+02 2.069861e+00 5.363976e+01
6.210647e+02 1.782445e+00 4.985021e+01
6.335139e+02 1.533436e+00 4.632772e+01
6.462126e+02 1.316712e+00 4.308273e+01
6.591659e+02 1.129869e+00 3.995208e+01
6.723788e+02 9.697138e-01 3.719057e+01
6.858566e+02 8.305904e-01 3.448983e+01
6.996046e+02 7.099715e-01 3.202173e+01
7.136281e+02 6.056027e-01 2.971908e+01
7.279327e+02 5.154772e-01 2.739220e+01
7.425240e+02 4.379754e-01 2.537418e+01
7.574079e+02 3.715870e-01 2.338455e+01
7.725901e+02 3.145544e-01 2.163164e+01
7.880766e+02 2.656659e-01 1.994213e+01
8.038735e+02 2.304237e-01 1.838876e+01
8.199871e+02 1.935802e-01 1.693932e+01
8.364237e+02 1.617437e-01 1.562457e+01
8.531897e+02 1.347939e-01 1.442789e+01
8.702918e+02 1.120384e-01 1.333138e+01
8.877368e+02 9.287409e-02 1.230174e+01
9.055314e+02 7.677678e-02 1.134295e+01
9.236827e+02 6.329204e-02 1.051002e+01
9.421978e+02 5.210506e-02 9.670497e+00
9.610841e+02 4.285172e-02 8.889875e+00
9.803490e+02 3.514069e-02 8.166671e+00
1.000000e+03 2.875502e-02 7.519565e+00
