# Energy(MeV) Phi16_Sferica Phi84_Sferica
4.483856e+01 2.029388e+06 2.125912e+06
4.514968e+01 2.003434e+06 2.099278e+06
4.546295e+01 1.977765e+06 2.072787e+06
4.577841e+01 1.952310e+06 2.046701e+06
4.609604e+01 1.927777e+06 2.021174e+06
4.641589e+01 1.902877e+06 1.995893e+06
4.673795e+01 1.878354e+06 1.970595e+06
4.706225e+01 1.853743e+06 1.945632e+06
4.738880e+01 1.829230e+06 1.920942e+06
4.771761e+01 1.805271e+06 1.896643e+06
4.804870e+01 1.781630e+06 1.872491e+06
4.838210e+01 1.758666e+06 1.848467e+06
4.871780e+01 1.735765e+06 1.824814e+06
4.905584e+01 1.713055e+06 1.801355e+06
4.939622e+01 1.690522e+06 1.778264e+06
4.973896e+01 1.667827e+06 1.755358e+06
5.008408e+01 1.645855e+06 1.732723e+06
5.043159e+01 1.624072e+06 1.710480e+06
5.078152e+01 1.602186e+06 1.688521e+06
5.113388e+01 1.581214e+06 1.666589e+06
5.148867e+01 1.560289e+06 1.645118e+06
5.184594e+01 1.539544e+06 1.623749e+06
5.220568e+01 1.519417e+06 1.602469e+06
5.256791e+01 1.499119e+06 1.581475e+06
5.293266e+01 1.478929e+06 1.560673e+06
5.329994e+01 1.459345e+06 1.540288e+06
