# Energy(MeV) Phi16_Planare Phi84_Planare
5.909396e+02 1.418891e+03 6.287657e+03
5.991770e+02 1.349890e+03 6.047694e+03
6.075292e+02 1.284388e+03 5.810966e+03
6.159978e+02 1.222185e+03 5.583507e+03
6.245845e+02 1.163858e+03 5.364954e+03
6.332908e+02 1.107713e+03 5.154958e+03
6.421186e+02 1.054267e+03 4.952742e+03
6.510694e+02 1.003737e+03 4.757702e+03
6.601449e+02 9.558045e+02 4.570343e+03
6.693470e+02 9.102919e+02 4.390362e+03
6.786773e+02 8.666896e+02 4.217469e+03
6.881377e+02 8.253138e+02 4.051385e+03
6.977300e+02 7.857106e+02 3.891841e+03
7.074559e+02 7.476957e+02 3.738580e+03
7.173175e+02 7.115468e+02 3.591354e+03
7.273165e+02 6.775263e+02 3.449926e+03
7.374549e+02 6.451324e+02 3.314068e+03
7.477346e+02 6.143362e+02 3.183560e+03
7.581576e+02 5.850127e+02 3.058191e+03
7.687260e+02 5.570888e+02 2.937759e+03
7.794416e+02 5.304979e+02 2.822070e+03
7.903066e+02 5.051762e+02 2.710937e+03
8.013230e+02 4.810712e+02 2.604180e+03
8.124930e+02 4.581333e+02 2.501627e+03
8.238187e+02 4.362890e+02 2.403113e+03
8.353023e+02 4.154864e+02 2.308478e+03
8.469460e+02 3.956756e+02 2.217570e+03
8.587519e+02 3.768094e+02 2.130242e+03
8.707225e+02 3.588428e+02 2.046353e+03
8.828599e+02 3.416042e+02 1.965768e+03
8.951665e+02 3.251582e+02 1.889377e+03
9.076446e+02 3.095041e+02 1.816141e+03
9.202967e+02 2.946036e+02 1.745743e+03
9.331251e+02 2.804204e+02 1.678075e+03
9.461324e+02 2.669201e+02 1.613029e+03
9.593209e+02 2.541161e+02 1.550505e+03
9.726934e+02 2.419776e+02 1.490405e+03
9.862522e+02 2.304190e+02 1.432634e+03
1.000000e+03 2.194124e+02 1.377102e+03
